"production","date","capacity","gross","nominations","wins","type","year"
"the-king-and-i-4673",1996-12-01,99,621605,8,4,"Musical","1996"
"the-king-and-i-4673",1996-12-08,94,575947,8,4,"Musical","1996"
"the-king-and-i-4673",1996-12-15,93,574815,8,4,"Musical","1996"
"the-king-and-i-4673",1996-12-22,83,522221,8,4,"Musical","1996"
"the-king-and-i-4673",1996-12-29,102,643656,8,4,"Musical","1996"
"the-king-and-i-4673",1997-01-05,97,613659,8,4,"Musical","1996"
"the-king-and-i-4673",1997-01-12,82,464160,8,4,"Musical","1996"
"the-king-and-i-4673",1997-01-19,78,442476,8,4,"Musical","1996"
"the-king-and-i-4673",1997-01-26,73,423147,8,4,"Musical","1996"
"the-king-and-i-4673",1997-02-02,88,467323,8,4,"Musical","1996"
"the-king-and-i-4673",1997-02-09,72,427149,8,4,"Musical","1996"
"the-king-and-i-4673",1997-02-16,87,486496,8,4,"Musical","1996"
"the-king-and-i-4673",1997-02-23,93,536259,8,4,"Musical","1996"
"the-king-and-i-4673",1997-03-02,82,459585,8,4,"Musical","1996"
"the-king-and-i-4673",1997-03-09,89,473481,8,4,"Musical","1996"
"the-king-and-i-4673",1997-03-16,95,508154,8,4,"Musical","1996"
"the-king-and-i-4673",1997-03-23,95,541928,8,4,"Musical","1996"
"the-king-and-i-4673",1997-03-30,98,572538,8,4,"Musical","1996"
"the-king-and-i-4673",1997-09-14,65,310297,8,4,"Musical","1996"
"the-king-and-i-4673",1997-09-21,71,338058,8,4,"Musical","1996"
"the-king-and-i-4673",1997-09-28,75,352855,8,4,"Musical","1996"
"the-king-and-i-4673",1996-05-12,87,488165,8,4,"Musical","1996"
"the-king-and-i-4673",1996-05-19,91,517433,8,4,"Musical","1996"
"the-king-and-i-4673",1996-05-26,90,513417,8,4,"Musical","1996"
"the-king-and-i-4673",1997-10-26,91,429348,8,4,"Musical","1996"
"the-king-and-i-4673",1997-11-02,65,292274,8,4,"Musical","1996"
"the-king-and-i-4673",1997-08-10,89,430066,8,4,"Musical","1996"
"the-king-and-i-4673",1997-08-17,87,428447,8,4,"Musical","1996"
"the-king-and-i-4673",1997-08-24,86,413922,8,4,"Musical","1996"
"the-king-and-i-4673",1997-08-31,83,431076,8,4,"Musical","1996"
"the-king-and-i-4673",1997-09-07,45,234900,8,4,"Musical","1996"
"the-king-and-i-4673",1997-10-05,81,380452,8,4,"Musical","1996"
"the-king-and-i-4673",1997-10-12,90,429832,8,4,"Musical","1996"
"the-king-and-i-4673",1997-10-19,88,409935,8,4,"Musical","1996"
"the-king-and-i-497593",2015-10-11,89,972301,9,4,"Musical","2015"
"the-king-and-i-497593",2015-09-20,95,1007837,9,4,"Musical","2015"
"the-king-and-i-497593",2015-09-27,91,886004,9,4,"Musical","2015"
"the-king-and-i-497593",2015-10-04,81,868414,9,4,"Musical","2015"
"the-king-and-i-497593",2015-11-08,80,800387,9,4,"Musical","2015"
"the-king-and-i-497593",2016-06-12,81,584349,9,4,"Musical","2015"
"the-king-and-i-497593",2016-06-19,89,676588,9,4,"Musical","2015"
"the-king-and-i-497593",2016-06-26,100,840824,9,4,"Musical","2015"
"the-king-and-i-497593",2015-05-31,100,1095371,9,4,"Musical","2015"
"the-king-and-i-497593",2015-06-07,100,1110174,9,4,"Musical","2015"
"the-king-and-i-497593",2015-06-14,97,1109198,9,4,"Musical","2015"
"the-king-and-i-497593",2015-06-21,99,1154506,9,4,"Musical","2015"
"the-king-and-i-497593",2015-06-28,100,1174105,9,4,"Musical","2015"
"the-king-and-i-497593",2015-07-05,100,1241086,9,4,"Musical","2015"
"the-king-and-i-497593",2015-10-18,82,883573,9,4,"Musical","2015"
"the-king-and-i-497593",2015-10-25,80,875907,9,4,"Musical","2015"
"the-king-and-i-497593",2015-11-01,70,614987,9,4,"Musical","2015"
"the-king-and-i-497593",2015-08-02,99,1134145,9,4,"Musical","2015"
"the-king-and-i-497593",2015-08-09,99,1121660,9,4,"Musical","2015"
"the-king-and-i-497593",2015-08-16,94,1074119,9,4,"Musical","2015"
"the-king-and-i-497593",2015-08-23,88,991502,9,4,"Musical","2015"
"the-king-and-i-497593",2015-08-30,82,885496,9,4,"Musical","2015"
"the-king-and-i-497593",2015-09-06,77,816251,9,4,"Musical","2015"
"the-king-and-i-497593",2015-09-13,88,903608,9,4,"Musical","2015"
"the-king-and-i-497593",2015-04-19,100,764035,9,4,"Musical","2015"
"the-king-and-i-497593",2015-04-26,100,981217,9,4,"Musical","2015"
"the-king-and-i-497593",2015-05-03,100,998387,9,4,"Musical","2015"
"the-king-and-i-497593",2015-07-12,100,1247155,9,4,"Musical","2015"
"the-king-and-i-497593",2015-07-19,95,1152974,9,4,"Musical","2015"
"the-king-and-i-497593",2015-07-26,85,969161,9,4,"Musical","2015"
"the-king-and-i-497593",2016-05-29,76,546476,9,4,"Musical","2015"
"the-king-and-i-497593",2016-06-05,70,483314,9,4,"Musical","2015"
"the-king-and-i-497593",2016-02-21,74,567092,9,4,"Musical","2015"
"the-king-and-i-497593",2015-11-15,76,766243,9,4,"Musical","2015"
"the-king-and-i-497593",2015-11-22,71,659698,9,4,"Musical","2015"
"the-king-and-i-497593",2015-11-29,80,966143,9,4,"Musical","2015"
"the-king-and-i-497593",2015-12-06,84,864141,9,4,"Musical","2015"
"the-king-and-i-497593",2015-12-13,76,782810,9,4,"Musical","2015"
"the-king-and-i-497593",2015-12-20,76,741407,9,4,"Musical","2015"
"the-king-and-i-497593",2015-12-27,89,1094022,9,4,"Musical","2015"
"the-king-and-i-497593",2015-05-10,100,951532,9,4,"Musical","2015"
"the-king-and-i-497593",2015-05-17,100,1001947,9,4,"Musical","2015"
"the-king-and-i-497593",2015-05-24,100,1069486,9,4,"Musical","2015"
"the-king-and-i-497593",2016-05-08,78,567326,9,4,"Musical","2015"
"the-king-and-i-497593",2016-05-15,71,542874,9,4,"Musical","2015"
"the-king-and-i-497593",2016-05-22,87,573166,9,4,"Musical","2015"
"the-king-and-i-497593",2016-02-28,69,534179,9,4,"Musical","2015"
"the-king-and-i-497593",2016-03-06,64,470168,9,4,"Musical","2015"
"the-king-and-i-497593",2016-03-13,79,633677,9,4,"Musical","2015"
"the-king-and-i-497593",2016-03-20,87,773089,9,4,"Musical","2015"
"the-king-and-i-497593",2016-03-27,99,928304,9,4,"Musical","2015"
"the-king-and-i-497593",2016-04-03,90,832143,9,4,"Musical","2015"
"the-king-and-i-497593",2016-04-10,92,918970,9,4,"Musical","2015"
"the-king-and-i-497593",2016-04-17,97,1013157,9,4,"Musical","2015"
"the-king-and-i-497593",2016-04-24,81,553790,9,4,"Musical","2015"
"the-king-and-i-497593",2016-05-01,87,621885,9,4,"Musical","2015"
"the-king-and-i-497593",2016-01-17,86,740971,9,4,"Musical","2015"
"the-king-and-i-497593",2016-01-24,78,444069,9,4,"Musical","2015"
"the-king-and-i-497593",2016-01-31,83,682534,9,4,"Musical","2015"
"the-king-and-i-497593",2015-03-15,100,420879,9,4,"Musical","2015"
"the-king-and-i-497593",2015-03-22,99,814492,9,4,"Musical","2015"
"the-king-and-i-497593",2015-03-29,100,776946,9,4,"Musical","2015"
"the-king-and-i-497593",2015-04-05,100,828367,9,4,"Musical","2015"
"the-king-and-i-497593",2015-04-12,100,761311,9,4,"Musical","2015"
"the-king-and-i-497593",2016-01-10,85,794737,9,4,"Musical","2015"
"the-king-and-i-497593",2016-02-14,83,717826,9,4,"Musical","2015"
"the-king-and-i-497593",2016-01-03,83,1050922,9,4,"Musical","2015"
"the-king-and-i-497593",2016-02-07,77,619639,9,4,"Musical","2015"
"the-last-night-of-ballyhoo-4736",1998-01-04,84,207477,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-03-30,83,164619,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-04-20,53,113434,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-04-27,65,132603,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-04-13,59,127236,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-05-25,61,124185,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-12-14,74,176423,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-04-06,65,138758,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-06-01,57,118268,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-12-28,76,192115,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-03-16,80,157491,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-03-23,80,160054,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-10-12,78,188002,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-10-19,89,219872,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-10-26,88,215950,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-11-02,74,168315,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-05-04,53,114072,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-05-11,63,135308,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-05-18,68,143701,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-12-07,77,192004,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-03-08,58,135988,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-12-21,56,136525,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-03-22,66,151536,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-03-29,66,152823,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-04-05,51,121081,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-01-11,65,147806,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-01-18,66,154183,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-01-25,55,126406,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-02-01,56,126719,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-11-09,80,196055,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-11-16,80,185029,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-11-23,76,183221,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-11-30,83,204696,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-06-07,50,113909,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-03-15,56,133147,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-02-23,62,93740,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-03-02,66,114285,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-03-09,81,137387,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-04-12,44,99485,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-04-19,75,174667,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-04-26,65,151700,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-05-03,48,113599,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-02-08,56,121578,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-02-15,63,149091,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-02-22,61,135695,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-03-01,57,131548,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-05-31,41,87422,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-06-14,56,130188,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-06-21,59,138772,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-06-28,78,185094,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-06-08,78,174742,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-09-21,83,202874,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-09-28,85,199745,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-10-05,73,168613,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-07-06,86,198811,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-07-13,87,205662,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-05-10,54,125140,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-05-17,56,130286,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1998-05-24,62,137637,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-08-03,90,216118,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-02-09,61,41668,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-02-16,64,92581,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-08-31,90,216583,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-09-07,74,177537,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-06-15,74,174182,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-06-22,86,203409,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-06-29,87,204579,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-07-27,89,208802,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-08-10,89,215241,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-07-20,89,204636,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-08-24,87,206261,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-09-14,85,205291,3,1,"Play","1997"
"the-last-night-of-ballyhoo-4736",1997-08-17,89,214887,3,1,"Play","1997"
"the-lieutenant-of-inishmore-414902",2006-07-23,64,203419,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-07-16,65,211753,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-06-18,63,213761,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-06-25,59,200931,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-06-11,69,222381,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-08-13,53,170734,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-08-20,48,155177,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-06-04,75,212182,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-05-14,54,191894,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-05-21,74,213190,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-08-27,48,151360,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-07-30,63,197644,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-08-06,52,162885,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-04-23,59,155784,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-05-28,72,212797,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-04-30,49,165186,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-09-03,73,251405,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-07-09,59,183132,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-05-07,35,127727,5,0,"Play","2006"
"the-lieutenant-of-inishmore-414902",2006-07-02,65,204765,5,0,"Play","2006"
"the-life-4748",1997-07-20,83,361380,12,2,"Musical","1997"
"the-life-4748",1997-07-27,83,365301,12,2,"Musical","1997"
"the-life-4748",1997-09-07,68,300844,12,2,"Musical","1997"
"the-life-4748",1997-09-14,79,347011,12,2,"Musical","1997"
"the-life-4748",1997-09-21,81,353763,12,2,"Musical","1997"
"the-life-4748",1997-09-28,78,349142,12,2,"Musical","1997"
"the-life-4748",1997-10-05,67,305152,12,2,"Musical","1997"
"the-life-4748",1997-10-12,82,379559,12,2,"Musical","1997"
"the-life-4748",1997-10-19,85,397645,12,2,"Musical","1997"
"the-life-4748",1997-10-26,88,408277,12,2,"Musical","1997"
"the-life-4748",1997-08-03,90,381455,12,2,"Musical","1997"
"the-life-4748",1997-08-10,93,404877,12,2,"Musical","1997"
"the-life-4748",1997-08-17,90,408614,12,2,"Musical","1997"
"the-life-4748",1997-08-24,88,387051,12,2,"Musical","1997"
"the-life-4748",1997-08-31,90,399294,12,2,"Musical","1997"
"the-life-4748",1998-06-07,65,244328,12,2,"Musical","1997"
"the-life-4748",1997-06-08,76,329126,12,2,"Musical","1997"
"the-life-4748",1997-06-15,79,351084,12,2,"Musical","1997"
"the-life-4748",1997-06-22,85,373628,12,2,"Musical","1997"
"the-life-4748",1997-06-29,83,368315,12,2,"Musical","1997"
"the-life-4748",1997-07-06,85,350233,12,2,"Musical","1997"
"the-life-4748",1997-07-13,81,349093,12,2,"Musical","1997"
"the-life-4748",1998-04-26,57,246685,12,2,"Musical","1997"
"the-life-4748",1998-05-03,51,215132,12,2,"Musical","1997"
"the-life-4748",1998-05-10,54,212090,12,2,"Musical","1997"
"the-life-4748",1998-05-17,57,219266,12,2,"Musical","1997"
"the-life-4748",1998-05-24,65,247261,12,2,"Musical","1997"
"the-life-4748",1998-05-31,48,179929,12,2,"Musical","1997"
"the-life-4748",1997-04-13,37,103475,12,2,"Musical","1997"
"the-life-4748",1997-04-20,40,112068,12,2,"Musical","1997"
"the-life-4748",1997-04-27,36,118318,12,2,"Musical","1997"
"the-life-4748",1997-05-04,44,182467,12,2,"Musical","1997"
"the-life-4748",1997-05-11,69,278631,12,2,"Musical","1997"
"the-life-4748",1997-05-18,90,352103,12,2,"Musical","1997"
"the-life-4748",1997-05-25,81,321314,12,2,"Musical","1997"
"the-life-4748",1997-06-01,73,315447,12,2,"Musical","1997"
"the-life-4748",1998-01-18,79,294397,12,2,"Musical","1997"
"the-life-4748",1998-01-25,68,264757,12,2,"Musical","1997"
"the-life-4748",1997-11-02,69,317375,12,2,"Musical","1997"
"the-life-4748",1997-11-09,83,390443,12,2,"Musical","1997"
"the-life-4748",1997-11-16,77,347140,12,2,"Musical","1997"
"the-life-4748",1997-11-23,75,342734,12,2,"Musical","1997"
"the-life-4748",1997-11-30,84,417949,12,2,"Musical","1997"
"the-life-4748",1997-12-07,74,366224,12,2,"Musical","1997"
"the-life-4748",1997-12-14,71,349489,12,2,"Musical","1997"
"the-life-4748",1997-12-21,64,292250,12,2,"Musical","1997"
"the-life-4748",1997-12-28,86,422545,12,2,"Musical","1997"
"the-life-4748",1998-01-04,86,441776,12,2,"Musical","1997"
"the-life-4748",1998-01-11,85,318457,12,2,"Musical","1997"
"the-life-4748",1998-04-19,80,316083,12,2,"Musical","1997"
"the-life-4748",1998-02-22,83,306767,12,2,"Musical","1997"
"the-life-4748",1998-02-01,70,258651,12,2,"Musical","1997"
"the-life-4748",1998-02-08,64,257341,12,2,"Musical","1997"
"the-life-4748",1998-02-15,72,303803,12,2,"Musical","1997"
"the-life-4748",1998-03-22,74,297008,12,2,"Musical","1997"
"the-life-4748",1998-03-01,73,283402,12,2,"Musical","1997"
"the-life-4748",1998-03-08,70,273864,12,2,"Musical","1997"
"the-life-4748",1998-03-15,75,293464,12,2,"Musical","1997"
"the-life-4748",1998-03-29,78,303022,12,2,"Musical","1997"
"the-life-4748",1998-04-05,56,230692,12,2,"Musical","1997"
"the-life-4748",1998-04-12,67,253004,12,2,"Musical","1997"
"the-light-in-the-piazza-390706",2005-04-17,68,231703,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-05-15,80,388720,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-04-16,64,333149,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-04-24,53,249385,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-05-01,72,333256,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-05-08,68,329228,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-05-14,65,359975,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-04-23,72,390327,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-04-30,63,336763,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-05-07,53,298642,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-04-10,78,264366,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-08-21,84,528063,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-08-28,83,510962,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-09-04,79,496458,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-09-11,60,364321,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-09-18,72,454442,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-09-25,74,465961,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-05-22,83,418634,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-05-29,81,416596,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-10-16,80,521000,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-05-21,75,399290,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-03-27,74,237953,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-04-03,71,225397,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-08-14,90,568609,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-11-13,79,520310,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-11-20,79,497525,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-03-26,88,506474,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-04-02,56,322998,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-04-09,55,314632,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-06-19,91,530207,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-06-26,94,555389,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-07-03,93,544607,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-07-10,87,515606,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-10-23,91,596633,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-05-28,70,365263,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-03-20,78,131569,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2005-08-07,87,544154,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-02-12,55,310829,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-02-19,73,429826,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-02-26,78,435714,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-03-05,60,329788,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-03-12,80,428898,11,6,"Musical","2005"
"the-light-in-the-piazza-390706",2006-03-19,89,481570,11,6,"Musical","2005"
